ID,Jornada,Tela / etapa,Elemento,Texto atual,Texto recomendado,Decisão,Prioridade,Critério aplicado,Condição de exibição,Natureza,Arquivo-fonte
459,Modo gamer,Resultado,CTA,Trocar jogo ou aparelho,Escolher outro jogo ou aparelho,Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
460,Modo gamer,Resultado,CTA,Ir para o início,Voltar ao início,Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
461,Modo gamer,Resultado,Rótulo,Conexão para jogos peer-to-peer (NAT UDP): {estado},Conexão direta com outros jogadores: {estado},Ajustar,Alta,Simplificar termo técnico,Medição NAT executada,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
462,Modo gamer,Resultado · NAT UDP,Estado,Aberta,Boa,Ajustar,Média,Clareza e objetividade,Conforme sondagem NAT,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
463,Modo gamer,Resultado · NAT UDP,Estado,Moderada,Pode apresentar limitações,Ajustar,Média,Clareza e objetividade,Conforme sondagem NAT,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
464,Modo gamer,Resultado · NAT UDP,Estado,Restrita,Limitada,Ajustar,Média,Clareza e objetividade,Conforme sondagem NAT,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
465,Modo gamer,Resultado · NAT UDP,Estado,Bloqueada,Bloqueada,Manter,Baixa,Clareza e objetividade,Conforme sondagem NAT,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
466,Modo gamer,Resultado · NAT UDP,Estado,Não verificada,Não foi possível verificar,Ajustar,Média,Clareza e objetividade,Conforme sondagem NAT,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/ModoGamerConfigResultadoSection.kt
467,Modo gamer,Catálogo,Categoria,FPS competitivo,Jogo de tiro competitivo,Ajustar,Média,Clareza e objetividade,Lista/fallback de categorias,Fixo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
468,Modo gamer,Catálogo,Categoria,Battle royale,Battle royale,Manter,Baixa,Clareza e objetividade,Lista/fallback de categorias,Fixo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
469,Modo gamer,Catálogo,Categoria,MOBA,Jogo de estratégia em equipe,Ajustar,Média,Clareza e objetividade,Lista/fallback de categorias,Fixo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
470,Modo gamer,Catálogo,Categoria,Jogo casual ou mobile,Jogo casual ou para celular,Ajustar,Média,Clareza e objetividade,Lista/fallback de categorias,Fixo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
471,Modo gamer,Catálogo,Categoria,Streaming em nuvem (cloud gaming),Jogo por streaming,Ajustar,Média,Clareza e objetividade,Lista/fallback de categorias,Fixo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
472,Modo gamer,Catálogo,Categoria,Outro tipo de jogo,Outro tipo de jogo,Manter,Baixa,Clareza e objetividade,Lista/fallback de categorias,Fixo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
473,Modo gamer,Catálogo,Aparelho,PS5 / PS4,PS5 / PS4,Manter,Baixa,Clareza e objetividade,Lista de aparelhos,Fixo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
474,Modo gamer,Catálogo,Aparelho,Xbox,Xbox,Manter,Baixa,Clareza e objetividade,Lista de aparelhos,Fixo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
475,Modo gamer,Catálogo,Aparelho,PC,PC,Manter,Baixa,Clareza e objetividade,Lista de aparelhos,Fixo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
476,Modo gamer,Catálogo,Aparelho,Android,Android,Manter,Baixa,Clareza e objetividade,Lista de aparelhos,Fixo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
477,Modo gamer,Catálogo,Aparelho,iPhone,iPhone,Manter,Baixa,Clareza e objetividade,Lista de aparelhos,Fixo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
478,Modo gamer,Catálogo,Aparelho,Switch,Switch,Manter,Baixa,Clareza e objetividade,Lista de aparelhos,Fixo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
479,Modo gamer,Catálogo,Aparelho,TV / Cloud gaming,TV / Cloud gaming,Manter,Baixa,Clareza e objetividade,Lista de aparelhos,Fixo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
480,Modo gamer,Catálogo,Jogo,Free Fire,Free Fire,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
481,Modo gamer,Catálogo,Jogo,Fortnite,Fortnite,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
482,Modo gamer,Catálogo,Jogo,Call of Duty: Warzone,Call of Duty: Warzone,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
483,Modo gamer,Catálogo,Jogo,Apex Legends,Apex Legends,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
484,Modo gamer,Catálogo,Jogo,PUBG: Battlegrounds,PUBG: Battlegrounds,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
485,Modo gamer,Catálogo,Jogo,Valorant,Valorant,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
486,Modo gamer,Catálogo,Jogo,Call of Duty Mobile,Call of Duty Mobile,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
487,Modo gamer,Catálogo,Jogo,EA FC,EA FC,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
488,Modo gamer,Catálogo,Jogo,Overwatch,Overwatch,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
489,Modo gamer,Catálogo,Jogo,Rainbow Six Siege,Rainbow Six Siege,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
490,Modo gamer,Catálogo,Jogo,Marvel Rivals,Marvel Rivals,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
491,Modo gamer,Catálogo,Jogo,THE FINALS,THE FINALS,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
492,Modo gamer,Catálogo,Jogo,Counter-Strike 2,Counter-Strike 2,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
493,Modo gamer,Catálogo,Jogo,Rocket League,Rocket League,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
494,Modo gamer,Catálogo,Jogo,League of Legends,League of Legends,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
495,Modo gamer,Catálogo,Jogo,Dota 2,Dota 2,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
496,Modo gamer,Catálogo,Jogo,Minecraft,Minecraft,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
497,Modo gamer,Catálogo,Jogo,Roblox,Roblox,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
498,Modo gamer,Catálogo,Jogo,Genshin Impact,Genshin Impact,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
499,Modo gamer,Catálogo,Jogo,Dead by Daylight,Dead by Daylight,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
500,Modo gamer,Catálogo,Jogo,Destiny 2,Destiny 2,Manter,Baixa,Clareza e objetividade,Lista de jogos,Dado de catálogo,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
501,Modo gamer,Resultado · Evidências,Rótulo/valor,"Medição de ping: Dedicada, agora ({valor} ms)",Tempo de resposta medido agora: {valor} ms,Ajustar,Média,Clareza e objetividade,Conforme categoria e dados,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
502,Modo gamer,Resultado · Evidências,Rótulo/valor,Latência sob carga: {valor} ms,Tempo de resposta com a rede ocupada: {valor} ms,Ajustar,Média,Simplificar termo técnico,Conforme categoria e dados,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
503,Modo gamer,Resultado · Evidências,Rótulo/valor,Jitter: {valor} ms,Variação do tempo de resposta: {valor} ms,Ajustar,Alta,Simplificar termo técnico,Conforme categoria e dados,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
504,Modo gamer,Resultado · Evidências,Rótulo/valor,Perda estimada: {valor}%,Falhas estimadas na conexão: {valor}%,Ajustar,Média,Preservar incerteza,Conforme categoria e dados,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
505,Modo gamer,Resultado · Evidências,Rótulo/valor,Download: {valor} Mbps,Download: {valor} Mbps,Manter,Baixa,Clareza e objetividade,Conforme categoria e dados,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
506,Modo gamer,Resultado · Evidências,Rótulo/valor,Latência: {valor} ms,Tempo de resposta: {valor} ms,Ajustar,Média,Simplificar termo técnico,Conforme categoria e dados,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
507,Modo gamer,Resultado · Evidências,Rótulo/valor,Atraso sob carga: {valor} ms,Lentidão com a rede ocupada: {valor} ms,Ajustar,Média,Clareza e objetividade,Conforme categoria e dados,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
508,Modo gamer,Resultado · Evidências,Rótulo/valor,Conexão do teste: {aparelho},Aparelho analisado: {aparelho},Ajustar,Média,Clareza e objetividade,Conforme categoria e dados,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
509,Modo gamer,Resultado · FPS competitivo,Mensagem OK,"Latência, jitter e perda dentro da faixa recomendada para FPS competitivo.","Tempo de resposta, variação do tempo de resposta e falhas na conexão dentro da faixa recomendada para FPS competitivo.",Ajustar,Alta,Simplificar termo técnico,Status agregado = OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
510,Modo gamer,Resultado · FPS competitivo,Mensagem Atenção,Latência ou jitter no limite — pode haver atraso perceptível na mira/registro de tiros.,O tempo de resposta ou a variação do tempo de resposta estão no limite. Pode haver atraso perceptível na mira ou no registro de tiros.,Ajustar,Alta,Simplificar termo técnico; Preservar incerteza,Status agregado = Atenção,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
511,Modo gamer,Resultado · FPS competitivo,Mensagem Crítico,Latência sob carga está prejudicando suas partidas — faixa crítica para FPS competitivo.,O tempo de resposta sob carga está prejudicando suas partidas. Faixa crítica para FPS competitivo.,Ajustar,Média,Simplificar termo técnico,Status agregado = Crítico,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
512,Modo gamer,Resultado · FPS competitivo,Ação recomendada,Jogue com cabo de rede em vez de Wi-Fi,Jogue com cabo de rede em vez de Wi-Fi,Manter,Baixa,Clareza e objetividade,Status diferente de OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
513,Modo gamer,Resultado · FPS competitivo,Ação recomendada,"Ative priorização de jogos (QoS) no roteador, se disponível","Ative priorização de jogos (prioridade de tráfego) no roteador, se disponível",Ajustar,Alta,Simplificar termo técnico,Status diferente de OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
514,Modo gamer,Resultado · Battle royale,Mensagem OK,"Latência, jitter e download dentro do esperado para battle royale.","Tempo de resposta, variação do tempo de resposta e download dentro do esperado para battle royale.",Ajustar,Alta,Simplificar termo técnico,Status agregado = OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
515,Modo gamer,Resultado · Battle royale,Mensagem Atenção,"Latência, jitter ou download no limite — pode haver atraso ao entrar na partida ou durante o combate.","O tempo de resposta, a variação do tempo de resposta ou o download estão no limite. Pode haver atraso ao entrar na partida ou durante o combate.",Ajustar,Alta,Simplificar termo técnico; Preservar incerteza,Status agregado = Atenção,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
516,Modo gamer,Resultado · Battle royale,Mensagem Crítico,Latência ou download comprometidos — isso costuma atrasar o carregamento da partida e travar o combate.,O tempo de resposta ou o download estão comprometidos. Isso costuma atrasar o carregamento da partida e travar o combate.,Ajustar,Média,Simplificar termo técnico,Status agregado = Crítico,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
517,Modo gamer,Resultado · Battle royale,Ação recomendada,Jogue com cabo de rede em vez de Wi-Fi,Jogue com cabo de rede em vez de Wi-Fi,Manter,Baixa,Clareza e objetividade,Status diferente de OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
518,Modo gamer,Resultado · Battle royale,Ação recomendada,Feche downloads em segundo plano antes de entrar na partida,Feche downloads em segundo plano antes de entrar na partida,Manter,Baixa,Clareza e objetividade,Status diferente de OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
519,Modo gamer,Resultado · MOBA,Mensagem OK,"Jitter, latência e perda dentro do esperado para MOBA.","Variação do tempo de resposta, tempo de resposta e falhas na conexão dentro do esperado para MOBA.",Ajustar,Alta,Simplificar termo técnico,Status agregado = OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
520,Modo gamer,Resultado · MOBA,Mensagem Atenção,Oscilação ou latência no limite — pode haver atraso perceptível em teamfights.,Oscilação ou tempo de resposta no limite. Pode haver atraso perceptível em combates em equipe.,Ajustar,Média,Simplificar termo técnico; Preservar incerteza,Status agregado = Atenção,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
521,Modo gamer,Resultado · MOBA,Mensagem Crítico,Oscilação ou latência prejudicando a partida — faixa crítica para MOBA competitivo.,Oscilação ou tempo de resposta prejudicando a partida. Faixa crítica para MOBA competitivo.,Ajustar,Média,Simplificar termo técnico,Status agregado = Crítico,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
522,Modo gamer,Resultado · MOBA,Ação recomendada,Priorize a rede 5GHz perto do roteador,Priorize a rede 5 GHz perto do roteador,Ajustar,Média,Clareza e objetividade,Status diferente de OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
523,Modo gamer,Resultado · MOBA,Ação recomendada,Evite downloads/uploads simultâneos durante a partida,Evite downloads/uploads simultâneos durante a partida,Manter,Baixa,Clareza e objetividade,Status diferente de OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
524,Modo gamer,Resultado · Jogo casual ou mobile,Mensagem OK,Download e latência dentro do esperado para este tipo de jogo.,Download e tempo de resposta dentro do esperado para este tipo de jogo.,Ajustar,Média,Simplificar termo técnico,Status agregado = OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
525,Modo gamer,Resultado · Jogo casual ou mobile,Mensagem Atenção,Download ou latência no limite — pode haver demora ao carregar conteúdo ou pequenos atrasos.,Download ou tempo de resposta no limite. Pode haver demora ao carregar conteúdo ou pequenos atrasos.,Ajustar,Média,Simplificar termo técnico; Preservar incerteza,Status agregado = Atenção,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
526,Modo gamer,Resultado · Jogo casual ou mobile,Mensagem Crítico,Download ou latência comprometidos — isso costuma travar o carregamento do jogo.,Download ou tempo de resposta comprometidos. Isso costuma travar o carregamento do jogo.,Ajustar,Média,Simplificar termo técnico,Status agregado = Crítico,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
527,Modo gamer,Resultado · Jogo casual ou mobile,Ação recomendada,Feche downloads/uploads em segundo plano,Feche downloads/uploads em segundo plano,Manter,Baixa,Clareza e objetividade,Status diferente de OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
528,Modo gamer,Resultado · Jogo casual ou mobile,Ação recomendada,Aproxime-se do roteador ou use a rede 5GHz,Aproxime-se do roteador ou use a rede 5 GHz,Ajustar,Média,Clareza e objetividade,Status diferente de OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
529,Modo gamer,Resultado · Streaming em nuvem,Mensagem OK,Download e atraso sob carga dentro do esperado — a rede aguenta streaming de jogo em boa qualidade.,Download e atraso sob carga dentro do esperado. A rede aguenta streaming de jogo em boa qualidade.,Ajustar,Média,Clareza e objetividade,Status agregado = OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
530,Modo gamer,Resultado · Streaming em nuvem,Mensagem Atenção,Download ou atraso sob carga no limite — pode haver perda de qualidade de imagem ou engasgos.,Download ou atraso sob carga no limite. Pode haver perda de qualidade de imagem ou engasgos.,Ajustar,Média,Preservar incerteza,Status agregado = Atenção,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
531,Modo gamer,Resultado · Streaming em nuvem,Mensagem Crítico,Download baixo com atraso alto sob carga — isso costuma travar o stream do jogo.,Download baixo com atraso alto sob carga. Isso costuma travar a transmissão do jogo.,Ajustar,Média,Clareza e objetividade,Status agregado = Crítico,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
532,Modo gamer,Resultado · Streaming em nuvem,Ação recomendada,"Use a rede 5GHz/6GHz perto do roteador, evite a faixa 2.4GHz","Perto do roteador, prefira a rede 5 GHz ou 6 GHz. Longe dele ou com paredes no caminho, a 2,4 GHz pode funcionar melhor.",Ajustar,Média,Clareza e objetividade,Status diferente de OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
533,Modo gamer,Resultado · Streaming em nuvem,Ação recomendada,Pause downloads em segundo plano durante a sessão,Pause downloads em segundo plano durante a sessão,Manter,Baixa,Clareza e objetividade,Status diferente de OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
534,Modo gamer,Resultado · Outro tipo de jogo,Mensagem OK,"Latência, jitter e perda dentro do esperado para jogos online em geral.","Tempo de resposta, variação do tempo de resposta e falhas na conexão dentro do esperado para jogos online em geral.",Ajustar,Alta,Simplificar termo técnico,Status agregado = OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
535,Modo gamer,Resultado · Outro tipo de jogo,Mensagem Atenção,Latência ou jitter no limite — pode haver atraso perceptível em momentos de disputa.,Tempo de resposta ou variação do tempo de resposta no limite. Pode haver atraso perceptível em momentos de disputa.,Ajustar,Alta,Simplificar termo técnico; Preservar incerteza,Status agregado = Atenção,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
536,Modo gamer,Resultado · Outro tipo de jogo,Mensagem Crítico,Latência ou jitter prejudicando a partida — faixa crítica para jogos online.,Tempo de resposta ou variação do tempo de resposta prejudicando a partida. Faixa crítica para jogos online.,Ajustar,Alta,Simplificar termo técnico,Status agregado = Crítico,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
537,Modo gamer,Resultado · Outro tipo de jogo,Ação recomendada,"Jogue com cabo de rede em vez de Wi-Fi, quando possível","Jogue com cabo de rede em vez de Wi-Fi, quando possível",Manter,Baixa,Clareza e objetividade,Status diferente de OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
538,Modo gamer,Resultado · Outro tipo de jogo,Ação recomendada,Evite downloads/uploads simultâneos durante a partida,Evite downloads/uploads simultâneos durante a partida,Manter,Baixa,Clareza e objetividade,Status diferente de OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/ModoGamerEngine.kt
539,Modo gamer,Resultado · Componentes compartilhados,Seção,Como chegamos a esse resultado,Como identifiquei isso,Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/DiagnosticoResultadoComponents.kt
540,Modo gamer,Resultado · Componentes compartilhados,Rótulo,MEDIDO PELO MOTOR SIGNALLQ,DADOS MEDIDOS PELO SIGNALLQ,Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/DiagnosticoResultadoComponents.kt
541,Modo gamer,Resultado · Componentes compartilhados,Rótulo,EXPLICADO POR IA,EXPLICAÇÃO DO RESULTADO,Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/DiagnosticoResultadoComponents.kt
542,Modo gamer,Resultado · Componentes compartilhados,Loading,Preparando a explicação…,Preparando uma explicação simples…,Ajustar,Média,Clareza e objetividade,IA em processamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/DiagnosticoResultadoComponents.kt
543,Modo gamer,Resultado · Componentes compartilhados,Texto dinâmico,{resumo ou texto da explicação gerada pela IA/fallback local},{resumo ou texto da explicação gerada pela IA/fallback local},Definir regra,Alta,"Aplicar estas mesmas regras no prompt, fallback ou conteúdo externo",IA concluída,Dinâmico IA,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/DiagnosticoResultadoComponents.kt
544,Modo gamer,Resultado · Componentes compartilhados,Erro,Não foi possível carregar a explicação da IA — o resultado acima já reflete o motor local.,Não consegui carregar a explicação. O resultado acima continua válido.,Ajustar,Média,Preservar incerteza,Falha da IA,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/DiagnosticoResultadoComponents.kt
545,Modo gamer,Resultado · Componentes compartilhados,Nota,"A IA só explica o resultado — quem decide o status é sempre o motor de diagnóstico local, com base nos números medidos acima.",A explicação ajuda a entender o resultado. A avaliação é feita com os dados medidos no seu aparelho.,Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/DiagnosticoResultadoComponents.kt
546,Modo gamer,Resultado · Componentes compartilhados,Seção,Ações recomendadas,O que fazer agora,Ajustar,Média,Clareza e objetividade,Quando há ações,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/DiagnosticoResultadoComponents.kt
547,Publicidade no diagnóstico,Resultado / Modo gamer,Acessibilidade,Dispensar anuncio,Fechar anúncio,Ajustar,Média,Clareza e objetividade,Anúncio carregado,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/ads/NativeAdCard.kt
548,Publicidade no diagnóstico,Resultado / Modo gamer,CTA fallback,Ver oferta,Ver oferta,Manter,Baixa,Clareza e objetividade,AdMob não envia callToAction,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/ads/NativeAdCard.kt
549,Publicidade no diagnóstico,Resultado / Modo gamer,Título,{headline do anúncio},{headline do anúncio},Definir regra,Média,"Aplicar estas mesmas regras no prompt, fallback ou conteúdo externo",Anúncio carregado,Dinâmico externo,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/ads/NativeAdCard.kt
550,Publicidade no diagnóstico,Resultado / Modo gamer,Corpo,{corpo do anúncio},{corpo do anúncio},Definir regra,Média,"Aplicar estas mesmas regras no prompt, fallback ou conteúdo externo",Anúncio carregado,Dinâmico externo,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/ads/NativeAdCard.kt
551,Publicidade no diagnóstico,Resultado / Modo gamer,CTA,{call to action do anúncio},{call to action do anúncio},Definir regra,Média,"Aplicar estas mesmas regras no prompt, fallback ou conteúdo externo",Anúncio carregado,Dinâmico externo,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/ads/NativeAdCard.kt
